belief,policy,budget,day_index,n,task_accuracy,belief_accuracy,senses_per_question
LastObservation,VoIBudgetPriceSense_gamma0.1,90,21,900,0.656667,0.617393,0.912222
LastObservation,VoIBudgetPriceSense_gamma0.1,90,22,900,0.676667,0.627238,0.935556
LastObservation,VoIBudgetPriceSense_gamma0.1,90,23,900,0.643333,0.619395,0.978889
LastObservation,VoIBudgetPriceSense_gamma0.1,90,24,900,0.658889,0.638427,0.87
LastObservation,VoIBudgetPriceSense_gamma0.1,90,25,900,0.645556,0.60387,0.927778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,26,900,0.776667,0.747572,0.767778
LastObservation,VoIBudgetPriceSense_gamma0.1,90,27,900,0.81,0.78608,0.572222
LastObservation,VoIThresholdSense_lambda0.01,24,3,900,0.634444,0.614545,0.206667
LastObservation,VoIThresholdSense_lambda0.01,24,4,900,0.594444,0.562734,0.241111
LastObservation,VoIThresholdSense_lambda0.01,24,5,900,0.673333,0.654051,0.15
LastObservation,VoIThresholdSense_lambda0.01,24,6,900,0.74,0.724109,0.134444
LastObservation,VoIThresholdSense_lambda0.01,24,7,900,0.598889,0.581428,0.264444
LastObservation,VoIThresholdSense_lambda0.01,24,8,900,0.61,0.605126,0.266667
LastObservation,VoIThresholdSense_lambda0.01,24,9,900,0.626667,0.604928,0.194444
LastObservation,VoIThresholdSense_lambda0.01,24,10,900,0.608889,0.594105,0.223333
LastObservation,VoIThresholdSense_lambda0.01,24,11,900,0.605556,0.588226,0.164444
LastObservation,VoIThresholdSense_lambda0.01,24,12,900,0.705556,0.691276,0.124444
LastObservation,VoIThresholdSense_lambda0.01,24,13,900,0.752222,0.736581,0.205556
LastObservation,VoIThresholdSense_lambda0.01,24,14,900,0.605556,0.586054,0.243333
LastObservation,VoIThresholdSense_lambda0.01,24,15,900,0.582222,0.572123,0.24
LastObservation,VoIThresholdSense_lambda0.01,24,16,900,0.552222,0.542587,0.24
LastObservation,VoIThresholdSense_lambda0.01,24,17,900,0.58,0.569186,0.16
LastObservation,VoIThresholdSense_lambda0.01,24,18,900,0.563333,0.556729,0.24
LastObservation,VoIThresholdSense_lambda0.01,24,19,900,0.671111,0.667029,0.151111
LastObservation,VoIThresholdSense_lambda0.01,24,20,900,0.746667,0.727221,0.132222
LastObservation,VoIThresholdSense_lambda0.01,24,21,900,0.596667,0.56752,0.266667
LastObservation,VoIThresholdSense_lambda0.01,24,22,900,0.588889,0.568954,0.238889
LastObservation,VoIThresholdSense_lambda0.01,24,23,900,0.577778,0.566879,0.186667
LastObservation,VoIThresholdSense_lambda0.01,24,24,900,0.593333,0.592073,0.236667
LastObservation,VoIThresholdSense_lambda0.01,24,25,900,0.591111,0.566315,0.261111
LastObservation,VoIThresholdSense_lambda0.01,24,26,900,0.654444,0.665545,0.166667
LastObservation,VoIThresholdSense_lambda0.01,24,27,900,0.721111,0.729015,0.176667
LastObservation,VoIThresholdSense_lambda0.01,90,3,900,0.687778,0.652338,0.538889
LastObservation,VoIThresholdSense_lambda0.01,90,4,900,0.658889,0.597412,0.907778
LastObservation,VoIThresholdSense_lambda0.01,90,5,900,0.696667,0.673389,0.29
LastObservation,VoIThresholdSense_lambda0.01,90,6,900,0.766667,0.745433,0.262222
LastObservation,VoIThresholdSense_lambda0.01,90,7,900,0.661111,0.614126,0.873333
LastObservation,VoIThresholdSense_lambda0.01,90,8,900,0.668889,0.636458,0.946667
LastObservation,VoIThresholdSense_lambda0.01,90,9,900,0.647778,0.622808,0.405556
LastObservation,VoIThresholdSense_lambda0.01,90,10,900,0.66,0.628119,0.717778
LastObservation,VoIThresholdSense_lambda0.01,90,11,900,0.664444,0.61984,0.696667
LastObservation,VoIThresholdSense_lambda0.01,90,12,900,0.737778,0.716146,0.262222
LastObservation,VoIThresholdSense_lambda0.01,90,13,900,0.796667,0.776055,0.358889
LastObservation,VoIThresholdSense_lambda0.01,90,14,900,0.652222,0.602821,0.738889
LastObservation,VoIThresholdSense_lambda0.01,90,15,900,0.628889,0.595873,0.771111
LastObservation,VoIThresholdSense_lambda0.01,90,16,900,0.625556,0.584516,0.866667
LastObservation,VoIThresholdSense_lambda0.01,90,17,900,0.625556,0.587885,0.558889
LastObservation,VoIThresholdSense_lambda0.01,90,18,900,0.614444,0.582285,0.806667
LastObservation,VoIThresholdSense_lambda0.01,90,19,900,0.708889,0.699247,0.311111
LastObservation,VoIThresholdSense_lambda0.01,90,20,900,0.781111,0.752137,0.17
LastObservation,VoIThresholdSense_lambda0.01,90,21,900,0.65,0.602621,0.786667
LastObservation,VoIThresholdSense_lambda0.01,90,22,900,0.647778,0.598253,0.701111
LastObservation,VoIThresholdSense_lambda0.01,90,23,900,0.607778,0.590092,0.601111
LastObservation,VoIThresholdSense_lambda0.01,90,24,900,0.631111,0.606199,0.692222
LastObservation,VoIThresholdSense_lambda0.01,90,25,900,0.637778,0.588441,0.703333
LastObservation,VoIThresholdSense_lambda0.01,90,26,900,0.681111,0.675801,0.361111
LastObservation,VoIThresholdSense_lambda0.01,90,27,900,0.776667,0.763572,0.367778
LastObservation,VoIThresholdSense_lambda0.01,soft,3,900,0.693333,0.655242,0.772222
LastObservation,VoIThresholdSense_lambda0.01,soft,4,900,0.778889,0.648434,2.13
LastObservation,VoIThresholdSense_lambda0.01,soft,5,900,0.736667,0.707221,0.366667
LastObservation,VoIThresholdSense_lambda0.01,soft,6,900,0.755556,0.744527,0.154444
LastObservation,VoIThresholdSense_lambda0.01,soft,7,900,0.737778,0.665655,1.745556
LastObservation,VoIThresholdSense_lambda0.01,soft,8,900,0.801111,0.708446,2.291111
LastObservation,VoIThresholdSense_lambda0.01,soft,9,900,0.767778,0.679172,1.525556
LastObservation,VoIThresholdSense_lambda0.01,soft,10,900,0.73,0.672945,1.218889
LastObservation,VoIThresholdSense_lambda0.01,soft,11,900,0.781111,0.687272,1.645556
LastObservation,VoIThresholdSense_lambda0.01,soft,12,900,0.745556,0.72716,0.305556
LastObservation,VoIThresholdSense_lambda0.01,soft,13,900,0.8,0.773373,0.361111
LastObservation,VoIThresholdSense_lambda0.01,soft,14,900,0.73,0.64138,1.801111
LastObservation,VoIThresholdSense_lambda0.01,soft,15,900,0.713333,0.649183,1.721111
LastObservation,VoIThresholdSense_lambda0.01,soft,16,900,0.717778,0.644399,1.862222
LastObservation,VoIThresholdSense_lambda0.01,soft,17,900,0.724444,0.646858,1.353333
LastObservation,VoIThresholdSense_lambda0.01,soft,18,900,0.742222,0.647828,1.91
LastObservation,VoIThresholdSense_lambda0.01,soft,19,900,0.745556,0.721124,0.44
LastObservation,VoIThresholdSense_lambda0.01,soft,20,900,0.78,0.749753,0.161111
LastObservation,VoIThresholdSense_lambda0.01,soft,21,900,0.796667,0.671194,2.137778
LastObservation,VoIThresholdSense_lambda0.01,soft,22,900,0.788889,0.684248,2.133333
LastObservation,VoIThresholdSense_lambda0.01,soft,23,900,0.673333,0.630345,0.877778
LastObservation,VoIThresholdSense_lambda0.01,soft,24,900,0.706667,0.653098,1.317778
LastObservation,VoIThresholdSense_lambda0.01,soft,25,900,0.74,0.640469,1.66
LastObservation,VoIThresholdSense_lambda0.01,soft,26,900,0.682222,0.684927,0.208889
LastObservation,VoIThresholdSense_lambda0.01,soft,27,900,0.784444,0.770721,0.522222
LastObservation,VoIThresholdSense_lambda0.02,24,3,900,0.636667,0.620891,0.162222
LastObservation,VoIThresholdSense_lambda0.02,24,4,900,0.588889,0.562946,0.215556
LastObservation,VoIThresholdSense_lambda0.02,24,5,900,0.672222,0.659796,0.153333
LastObservation,VoIThresholdSense_lambda0.02,24,6,900,0.725556,0.72222,0.088889
LastObservation,VoIThresholdSense_lambda0.02,24,7,900,0.565556,0.55164,0.133333
LastObservation,VoIThresholdSense_lambda0.02,24,8,900,0.6,0.585933,0.176667
LastObservation,VoIThresholdSense_lambda0.02,24,9,900,0.618889,0.598359,0.123333
LastObservation,VoIThresholdSense_lambda0.02,24,10,900,0.593333,0.574002,0.107778
LastObservation,VoIThresholdSense_lambda0.02,24,11,900,0.613333,0.589522,0.163333
LastObservation,VoIThresholdSense_lambda0.02,24,12,900,0.702222,0.690969,0.071111
LastObservation,VoIThresholdSense_lambda0.02,24,13,900,0.741111,0.730371,0.171111
LastObservation,VoIThresholdSense_lambda0.02,24,14,900,0.576667,0.561365,0.106667
LastObservation,VoIThresholdSense_lambda0.02,24,15,900,0.578889,0.565194,0.221111
LastObservation,VoIThresholdSense_lambda0.02,24,16,900,0.542222,0.53662,0.126667
LastObservation,VoIThresholdSense_lambda0.02,24,17,900,0.573333,0.568735,0.115556
LastObservation,VoIThresholdSense_lambda0.02,24,18,900,0.563333,0.551119,0.17
LastObservation,VoIThresholdSense_lambda0.02,24,19,900,0.686667,0.681337,0.098889
LastObservation,VoIThresholdSense_lambda0.02,24,20,900,0.727778,0.706554,0.05
LastObservation,VoIThresholdSense_lambda0.02,24,21,900,0.593333,0.563787,0.193333
LastObservation,VoIThresholdSense_lambda0.02,24,22,900,0.577778,0.564812,0.185556
LastObservation,VoIThresholdSense_lambda0.02,24,23,900,0.577778,0.565236,0.125556
LastObservation,VoIThresholdSense_lambda0.02,24,24,900,0.576667,0.573391,0.21
LastObservation,VoIThresholdSense_lambda0.02,24,25,900,0.59,0.556571,0.228889
LastObservation,VoIThresholdSense_lambda0.02,24,26,900,0.642222,0.654241,0.047778
LastObservation,VoIThresholdSense_lambda0.02,24,27,900,0.7,0.705686,0.092222
LastObservation,VoIThresholdSense_lambda0.02,90,3,900,0.641111,0.621348,0.167778
LastObservation,VoIThresholdSense_lambda0.02,90,4,900,0.654444,0.589772,0.511111
LastObservation,VoIThresholdSense_lambda0.02,90,5,900,0.694444,0.670251,0.218889
LastObservation,VoIThresholdSense_lambda0.02,90,6,900,0.73,0.72009,0.117778
LastObservation,VoIThresholdSense_lambda0.02,90,7,900,0.588889,0.563392,0.22
LastObservation,VoIThresholdSense_lambda0.02,90,8,900,0.632222,0.608015,0.316667
LastObservation,VoIThresholdSense_lambda0.02,90,9,900,0.621111,0.59933,0.126667
LastObservation,VoIThresholdSense_lambda0.02,90,10,900,0.608889,0.583456,0.205556
LastObservation,VoIThresholdSense_lambda0.02,90,11,900,0.666667,0.622803,0.366667
LastObservation,VoIThresholdSense_lambda0.02,90,12,900,0.704444,0.698099,0.122222
LastObservation,VoIThresholdSense_lambda0.02,90,13,900,0.762222,0.750941,0.232222
LastObservation,VoIThresholdSense_lambda0.02,90,14,900,0.61,0.57481,0.276667
LastObservation,VoIThresholdSense_lambda0.02,90,15,900,0.617778,0.586384,0.351111
LastObservation,VoIThresholdSense_lambda0.02,90,16,900,0.592222,0.568005,0.286667
LastObservation,VoIThresholdSense_lambda0.02,90,17,900,0.594444,0.575244,0.205556
LastObservation,VoIThresholdSense_lambda0.02,90,18,900,0.612222,0.577901,0.383333
LastObservation,VoIThresholdSense_lambda0.02,90,19,900,0.687778,0.682688,0.074444
LastObservation,VoIThresholdSense_lambda0.02,90,20,900,0.745556,0.717507,0.063333
LastObservation,VoIThresholdSense_lambda0.02,90,21,900,0.635556,0.585002,0.388889
LastObservation,VoIThresholdSense_lambda0.02,90,22,900,0.595556,0.577084,0.231111
LastObservation,VoIThresholdSense_lambda0.02,90,23,900,0.59,0.573985,0.204444
LastObservation,VoIThresholdSense_lambda0.02,90,24,900,0.594444,0.5772,0.334444
LastObservation,VoIThresholdSense_lambda0.02,90,25,900,0.631111,0.575924,0.467778
LastObservation,VoIThresholdSense_lambda0.02,90,26,900,0.645556,0.659442,0.067778
LastObservation,VoIThresholdSense_lambda0.02,90,27,900,0.71,0.711453,0.184444
LastObservation,VoIThresholdSense_lambda0.02,soft,3,900,0.64,0.622267,0.183333
LastObservation,VoIThresholdSense_lambda0.02,soft,4,900,0.686667,0.59987,0.628889
LastObservation,VoIThresholdSense_lambda0.02,soft,5,900,0.696667,0.67324,0.213333
LastObservation,VoIThresholdSense_lambda0.02,soft,6,900,0.744444,0.72698,0.138889
LastObservation,VoIThresholdSense_lambda0.02,soft,7,900,0.597778,0.571698,0.254444
LastObservation,VoIThresholdSense_lambda0.02,soft,8,900,0.638889,0.614033,0.324444
LastObservation,VoIThresholdSense_lambda0.02,soft,9,900,0.622222,0.602728,0.126667
LastObservation,VoIThresholdSense_lambda0.02,soft,10,900,0.606667,0.581386,0.173333
LastObservation,VoIThresholdSense_lambda0.02,soft,11,900,0.665556,0.622692,0.395556
LastObservation,VoIThresholdSense_lambda0.02,soft,12,900,0.705556,0.697069,0.125556
LastObservation,VoIThresholdSense_lambda0.02,soft,13,900,0.765556,0.75607,0.233333
LastObservation,VoIThresholdSense_lambda0.02,soft,14,900,0.614444,0.577688,0.303333
LastObservation,VoIThresholdSense_lambda0.02,soft,15,900,0.614444,0.588098,0.384444
LastObservation,VoIThresholdSense_lambda0.02,soft,16,900,0.607778,0.575587,0.335556
LastObservation,VoIThresholdSense_lambda0.02,soft,17,900,0.607778,0.582719,0.222222
LastObservation,VoIThresholdSense_lambda0.02,soft,18,900,0.634444,0.587796,0.475556
LastObservation,VoIThresholdSense_lambda0.02,soft,19,900,0.691111,0.687831,0.095556
LastObservation,VoIThresholdSense_lambda0.02,soft,20,900,0.745556,0.715084,0.08
LastObservation,VoIThresholdSense_lambda0.02,soft,21,900,0.65,0.591115,0.438889
LastObservation,VoIThresholdSense_lambda0.02,soft,22,900,0.598889,0.58083,0.234444
LastObservation,VoIThresholdSense_lambda0.02,soft,23,900,0.596667,0.576551,0.287778
LastObservation,VoIThresholdSense_lambda0.02,soft,24,900,0.597778,0.579941,0.358889
LastObservation,VoIThresholdSense_lambda0.02,soft,25,900,0.642222,0.580972,0.512222
LastObservation,VoIThresholdSense_lambda0.02,soft,26,900,0.644444,0.662342,0.066667
LastObservation,VoIThresholdSense_lambda0.02,soft,27,900,0.708889,0.710388,0.181111
LastObservation,VoIThresholdSense_lambda0.05,24,3,900,0.62,0.60922,0.077778
LastObservation,VoIThresholdSense_lambda0.05,24,4,900,0.571111,0.554067,0.148889
LastObservation,VoIThresholdSense_lambda0.05,24,5,900,0.643333,0.636523,0.0
LastObservation,VoIThresholdSense_lambda0.05,24,6,900,0.701111,0.694132,0.026667
LastObservation,VoIThresholdSense_lambda0.05,24,7,900,0.554444,0.547361,0.047778
LastObservation,VoIThresholdSense_lambda0.05,24,8,900,0.567778,0.562808,0.078889
LastObservation,VoIThresholdSense_lambda0.05,24,9,900,0.581111,0.56666,0.028889
LastObservation,VoIThresholdSense_lambda0.05,24,10,900,0.568889,0.55936,0.048889
LastObservation,VoIThresholdSense_lambda0.05,24,11,900,0.576667,0.561939,0.046667
LastObservation,VoIThresholdSense_lambda0.05,24,12,900,0.683333,0.672456,0.018889
LastObservation,VoIThresholdSense_lambda0.05,24,13,900,0.71,0.707564,0.043333
LastObservation,VoIThresholdSense_lambda0.05,24,14,900,0.565556,0.553073,0.023333
LastObservation,VoIThresholdSense_lambda0.05,24,15,900,0.531111,0.536023,0.053333
LastObservation,VoIThresholdSense_lambda0.05,24,16,900,0.534444,0.524177,0.024444
LastObservation,VoIThresholdSense_lambda0.05,24,17,900,0.55,0.549973,0.041111
LastObservation,VoIThresholdSense_lambda0.05,24,18,900,0.536667,0.530955,0.046667
LastObservation,VoIThresholdSense_lambda0.05,24,19,900,0.648889,0.646048,0.02
LastObservation,VoIThresholdSense_lambda0.05,24,20,900,0.71,0.690074,0.0
LastObservation,VoIThresholdSense_lambda0.05,24,21,900,0.575556,0.552067,0.082222
LastObservation,VoIThresholdSense_lambda0.05,24,22,900,0.558889,0.548099,0.023333
LastObservation,VoIThresholdSense_lambda0.05,24,23,900,0.555556,0.547545,0.0
LastObservation,VoIThresholdSense_lambda0.05,24,24,900,0.527778,0.540983,0.002222
LastObservation,VoIThresholdSense_lambda0.05,24,25,900,0.538889,0.523625,0.068889
LastObservation,VoIThresholdSense_lambda0.05,24,26,900,0.614444,0.627587,0.004444
LastObservation,VoIThresholdSense_lambda0.05,24,27,900,0.673333,0.696526,0.045556
LastObservation,VoIThresholdSense_lambda0.05,90,3,900,0.621111,0.609877,0.091111
LastObservation,VoIThresholdSense_lambda0.05,90,4,900,0.574444,0.553367,0.158889
LastObservation,VoIThresholdSense_lambda0.05,90,5,900,0.643333,0.6391,0.0
LastObservation,VoIThresholdSense_lambda0.05,90,6,900,0.701111,0.694102,0.027778
LastObservation,VoIThresholdSense_lambda0.05,90,7,900,0.554444,0.547304,0.046667
LastObservation,VoIThresholdSense_lambda0.05,90,8,900,0.568889,0.562688,0.081111
LastObservation,VoIThresholdSense_lambda0.05,90,9,900,0.581111,0.566298,0.03
LastObservation,VoIThresholdSense_lambda0.05,90,10,900,0.573333,0.562081,0.053333
LastObservation,VoIThresholdSense_lambda0.05,90,11,900,0.585556,0.572337,0.043333
LastObservation,VoIThresholdSense_lambda0.05,90,12,900,0.681111,0.671927,0.018889
LastObservation,VoIThresholdSense_lambda0.05,90,13,900,0.71,0.707272,0.042222
LastObservation,VoIThresholdSense_lambda0.05,90,14,900,0.563333,0.552342,0.023333
LastObservation,VoIThresholdSense_lambda0.05,90,15,900,0.531111,0.536076,0.053333
LastObservation,VoIThresholdSense_lambda0.05,90,16,900,0.534444,0.524177,0.024444
LastObservation,VoIThresholdSense_lambda0.05,90,17,900,0.55,0.549973,0.04
LastObservation,VoIThresholdSense_lambda0.05,90,18,900,0.538889,0.531487,0.048889
LastObservation,VoIThresholdSense_lambda0.05,90,19,900,0.647778,0.646571,0.015556
LastObservation,VoIThresholdSense_lambda0.05,90,20,900,0.71,0.690741,0.0
LastObservation,VoIThresholdSense_lambda0.05,90,21,900,0.575556,0.553516,0.082222
LastObservation,VoIThresholdSense_lambda0.05,90,22,900,0.558889,0.548099,0.023333
LastObservation,VoIThresholdSense_lambda0.05,90,23,900,0.555556,0.547564,0.0
LastObservation,VoIThresholdSense_lambda0.05,90,24,900,0.527778,0.540983,0.002222
LastObservation,VoIThresholdSense_lambda0.05,90,25,900,0.54,0.525024,0.085556
LastObservation,VoIThresholdSense_lambda0.05,90,26,900,0.613333,0.626962,0.005556
LastObservation,VoIThresholdSense_lambda0.05,90,27,900,0.675556,0.698064,0.045556
LastObservation,VoIThresholdSense_lambda0.05,soft,3,900,0.624444,0.611082,0.088889
LastObservation,VoIThresholdSense_lambda0.05,soft,4,900,0.575556,0.554844,0.156667
LastObservation,VoIThresholdSense_lambda0.05,soft,5,900,0.644444,0.639208,0.0
LastObservation,VoIThresholdSense_lambda0.05,soft,6,900,0.701111,0.694102,0.027778
LastObservation,VoIThresholdSense_lambda0.05,soft,7,900,0.554444,0.547183,0.047778
LastObservation,VoIThresholdSense_lambda0.05,soft,8,900,0.568889,0.562808,0.081111
LastObservation,VoIThresholdSense_lambda0.05,soft,9,900,0.578889,0.56281,0.024444
LastObservation,VoIThresholdSense_lambda0.05,soft,10,900,0.572222,0.560303,0.05
LastObservation,VoIThresholdSense_lambda0.05,soft,11,900,0.577778,0.566755,0.042222
LastObservation,VoIThresholdSense_lambda0.05,soft,12,900,0.688889,0.675651,0.022222
LastObservation,VoIThresholdSense_lambda0.05,soft,13,900,0.71,0.707272,0.041111
LastObservation,VoIThresholdSense_lambda0.05,soft,14,900,0.563333,0.552342,0.023333
LastObservation,VoIThresholdSense_lambda0.05,soft,15,900,0.531111,0.536023,0.053333
LastObservation,VoIThresholdSense_lambda0.05,soft,16,900,0.534444,0.524177,0.024444
LastObservation,VoIThresholdSense_lambda0.05,soft,17,900,0.55,0.549997,0.041111
LastObservation,VoIThresholdSense_lambda0.05,soft,18,900,0.537778,0.531186,0.048889
LastObservation,VoIThresholdSense_lambda0.05,soft,19,900,0.65,0.647946,0.021111
LastObservation,VoIThresholdSense_lambda0.05,soft,20,900,0.714444,0.690696,0.0
LastObservation,VoIThresholdSense_lambda0.05,soft,21,900,0.575556,0.552022,0.082222
LastObservation,VoIThresholdSense_lambda0.05,soft,22,900,0.558889,0.548202,0.023333
LastObservation,VoIThresholdSense_lambda0.05,soft,23,900,0.555556,0.547212,0.0
LastObservation,VoIThresholdSense_lambda0.05,soft,24,900,0.527778,0.540983,0.002222
LastObservation,VoIThresholdSense_lambda0.05,soft,25,900,0.537778,0.518975,0.083333
LastObservation,VoIThresholdSense_lambda0.05,soft,26,900,0.611111,0.624645,0.003333
LastObservation,VoIThresholdSense_lambda0.05,soft,27,900,0.673333,0.696496,0.044444
LastObservation,VoIThresholdSense_lambda0.1,24,3,900,0.605556,0.60139,0.002222
LastObservation,VoIThresholdSense_lambda0.1,24,4,900,0.547778,0.530623,0.003333
LastObservation,VoIThresholdSense_lambda0.1,24,5,900,0.633333,0.627009,0.0
